Company,Product,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory,GPU_Company,GPU_Type,OpSys,Weight (kg),Price(Rupee)
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.2,102393
Dell,Latitude 5480,Notebook,14,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8,8,256GB SSD,Nvidia,GeForce 930MX,Windows 10,1.64,109846
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,500GB HDD,Intel,HD Graphics 620,Linux,2.4,41162
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel,Xeon E3-1505M V6,3,8,64GB Flash Storage +  1TB HDD,Nvidia,Quadro M620,Windows 10,2.23,185686
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,256GB SSD,Nvidia,GeForce GTX 1050,Windows 10,2.2,95754
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel,Core i7 7660U,2.5,16,512GB SSD,Intel,Iris Plus Graphics 640,Windows 10 S,1.25,241215
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,128GB SSD,Intel,HD Graphics 620,Windows 10,1.91,54877
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HQ,2.7,16,256GB SSD,Nvidia,Quadro M620,Windows 10,2.17,184009
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7820HQ,2.9,8,512GB SSD,Intel,HD Graphics 620,Windows 10,2.31,142921
Lenovo,ThinkPad T470,Notebook,14,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.65,125312
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,128GB SSD +  1TB HDD,AMD,Radeon 530,Windows 10,2.36,91212
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Pentium Quad Core N3710,1.6,4,500GB HDD,Intel,HD Graphics 405,Windows 10,1.47,44628
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.7,8,1TB HDD,Nvidia,GeForce GTX 1060,Windows 10,4.42,190624
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel,Core M m3-7Y30,2.2,4,128GB SSD,Intel,HD Graphics 615,Windows 10 S,1.252,92144
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel,Core i7 7660U,2.5,8,256GB SSD,Intel,Iris Plus Graphics 640,Windows 10 S,1.25,167611
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel,Core i3 6006U,2,8,256GB SSD,Intel,HD Graphics 520,Windows 10,2.5,59619
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2,4,1TB HDD,Nvidia,GeForce 940MX,Windows 10,2.23,50684
Acer,TravelMate B,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,128GB SSD,Intel,HD Graphics 400,Windows 10,1.4,40529
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,1TB HDD,Intel,HD Graphics 620,Windows 10,2.37,69784
Lenovo,IdeaPad 510s-14IKB,Notebook,14,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,512GB SSD,AMD,Radeon R7 M460,No OS,1.5,74442
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7820HQ,2.9,8,256GB SSD,Nvidia,Quadro M2200M,Windows 10,2.67,194723
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1,4,500GB HDD,Intel,HD Graphics 500,Windows 10,2,28323
Acer,Aspire 5,Notebook,15.6,1366x768,Intel,Core i3 6006U,2,4,500GB HDD,Nvidia,GeForce GTX 940MX,Windows 10,2.2,43696
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,2TB HDD,AMD,Radeon 530,Windows 10,2.02,70715
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,12,1TB HDD,Nvidia,GeForce GTX 1060,Windows 10,3.78,158294
Lenovo,Thinkpad T460s,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6600U,2.6,12,256GB SSD,Intel,HD Graphics 520,Windows 10,1.4,173108
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 8550U,1.8,8,512GB SSD,Intel,UHD Graphics 620,Windows 10,1.29,186245
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,500GB HDD,AMD,FirePro W4190M,Windows 10,1.9,107517
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel,Core i5 7Y57,1.2,8,128GB SSD,Intel,HD Graphics 615,Chrome OS,1.1,118790
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6,8,256GB SSD,Intel,UHD Graphics 620,Windows 10,1.42,171603
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6,12,128GB SSD +  1TB HDD,Intel,HD Graphics 530,Windows 10,2.06,121027
Dell,Latitude E5470,Notebook,14,1366x768,Intel,Core i3 6100U,2.3,8,128GB SSD,Intel,HD Graphics 520,Windows 10,1.79,68945
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,256GB SSD,Nvidia,Quadro M1200,Windows 10,1.78,224351
Lenovo,Thinkpad T470,Notebook,14,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,180GB SSD,Intel,HD Graphics 620,Windows 10,1.7,127083
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,1TB HDD,AMD,Radeon 520,Windows 10,2.2,62889
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.05,155779
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,512GB SSD,Nvidia,GeForce 940MX,Windows 10,2.16,117579
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,1TB HDD,Intel,HD Graphics 620,Windows 10,2.18,54653
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,128GB SSD,Intel,UHD Graphics 620,Windows 10,1.49,67641
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44,4,64GB Flash Storage,Intel,HD Graphics,Windows 10,1.89,23190
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel,Core i3 6006U,2,4,128GB SSD,Intel,HD Graphics 520,Windows 10,2.3,52640
Lenovo,ThinkPad E480,Notebook,14,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,256GB SSD,Intel,UHD Graphics 620,Windows 10,1.75,97734
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HQ,2.7,16,512GB SSD,Nvidia,Quadro M620,Windows 10,2.17,217829
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,512GB SSD,Nvidia,GeForce GTX 1050,Windows 10,2.06,176928
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,512GB SSD,Intel,HD Graphics 620,Windows 10,1.36,167518
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,512GB SSD,Intel,HD Graphics 620,Windows 10,0.91,181680
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Nvidia,GeForce 940MX,Windows 10,2.3,94286
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,32,512GB SSD,Intel,HD Graphics 620,Windows 10,1.05,260780
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,1.99,125778
Acer,Aspire 5,Notebook,15.6,1366x768,AMD,A10-Series 9620P,2.5,8,1TB HDD,AMD,Radeon RX 540,Windows 10,2.2,53945
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6700HQ,2.6,24,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 965M,Windows 10,4.33,118231
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel,Core i5 6200U,2.3,8,180GB SSD,Intel,HD Graphics 520,Windows 10,1.3,102393
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,256GB SSD,Intel,UHD Graphics 620,Windows 10,2.17,83750
HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel,Core i7 7600U,2.8,8,1TB SSD,Intel,HD Graphics 620,Windows 10,1.48,162953
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.4,88417
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Intel,HD Graphics 620,Windows 10,2.3,84877
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3350,1.1,4,64GB Flash Storage,Intel,HD Graphics 500,Windows 10 S,1.2,31677
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,256GB SSD,AMD,Radeon 520,Windows 10,1.91,57671
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6,8,256GB SSD,Intel,UHD Graphics 620,Windows 10,1.4,148977
Lenovo,IdeaPad 320-14IAP,Notebook,14,1366x768,Intel,Celeron Dual Core N3350,1.1,4,500GB HDD,Intel,HD Graphics 500,Windows 10,2.1,27858
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,16GB SSD,Intel,HD Graphics 400,Chrome OS,1.25,24690
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.44,88417
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,256GB SSD +  1TB HDD,Intel,HD Graphics 620,Windows 10,2,114039
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,1TB HDD,Nvidia,GeForce MX150,Windows 10,2.2,57113
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,512GB SSD,Intel,HD Graphics 620,Windows 10,1.34,123263
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1060,No OS,2.4,107051
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,128GB SSD,Intel,HD Graphics 620,Windows 10,1.29,83759
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,4,500GB HDD,Nvidia,GeForce 940MX,Windows 10,2.2,59535
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,1TB HDD,Intel,HD Graphics 620,Windows 10,2.18,77889
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,256GB SSD +  2TB HDD,AMD,Radeon 530,Windows 10,2.2,113595
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,256GB SSD,Nvidia,GeForce MX150,No OS,1.95,130432
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3350,1.1,2,32GB Flash Storage,Intel,HD Graphics 500,Windows 10,1.1,22826
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel,Core i5 8250U,1.6,4,1TB HDD,Intel,UHD Graphics 620,Windows 10,2.04,48585
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,24,512GB SSD,Nvidia,GeForce GTX1080,Windows 10,2.24,276526
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Nvidia,GeForce 930MX,Windows 10,2.04,82827
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,Nvidia,GeForce GTX1050 Ti,Windows 10,3,140126
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1060,Windows 10,3.2,130343
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.32,130343
Dell,Latitude 5480,Notebook,14,Full HD 1920x1080,Intel,Core i5 7300U,2.6,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.64,119231
HP,ProBook 440,Notebook,15.6,1366x768,Intel,Core i3 6006U,2,4,128GB SSD,Intel,HD Graphics 520,Windows 10,1.63,64193
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,128GB SSD +  1TB HDD,AMD,Radeon 530,Linux,2.8,82827
Lenovo,ThinkPad L470,Notebook,14,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,256GB SSD,Intel,HD Graphics 520,Windows 7,2.02,124846
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,4,1TB HDD,Nvidia,GeForce 920MX,Windows 10,2.2,74442
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6006U,2,8,2TB HDD,Nvidia,GeForce 920MX,No OS,2.2,42765
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,500GB HDD,AMD,Radeon R5 M430,Windows 10,2.3,54504
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.9,128294
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1070,Windows 10,4.42,280697
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,500GB HDD,Intel,HD Graphics 620,Windows 10,2,80125
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7500U,2.7,8,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 960M,Windows 10,2,121027
Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1,4,32GB SSD,Intel,HD Graphics 500,Windows 10,1.2,34379
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1060,Windows 10,2.3,153636
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7600U,2.8,8,256GB SSD,Nvidia,GeForce 930MX,Windows 10,1.93,127548
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,256GB SSD,AMD,Radeon 530,Windows 10,2.2,74294
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel,Pentium Quad Core N3710,1.6,4,256GB SSD,Intel,HD Graphics 405,Windows 10,1.86,37173
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,12,1TB HDD,Nvidia,GeForce GTX 1060,Windows 10,2.62,167611
Lenovo,Thinkpad E470,Notebook,14,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,256GB SSD,Nvidia,GeForce 940MX,Windows 10,1.87,80032
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 8550U,1.8,8,256GB SSD,Intel,UHD Graphics 620,Windows 10,1.2,130343
Dell,Vostro 5468,Notebook,14,Full HD 1920x1080,Intel,Core i3 6006U,2,4,128GB SSD,Intel,HD Graphics 520,Windows 10,1.6,68560
HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel,Core i7 7500U,2.7,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.34,106679
Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,1TB HDD,Nvidia,GeForce GTX 1050,Linux,2.4,74349
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD,E-Series 7110,1.8,4,500GB HDD,AMD,Radeon R2 Graphics,Windows 10,2,32516
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,128GB SSD,Intel,HD Graphics 620,Windows 10,2.1,65731
Lenovo,ThinkPad E470,Notebook,14,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,500GB HDD,Intel,HD Graphics 620,Windows 10,1.87,73138
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,1TB HDD,Intel,HD Graphics 520,No OS,2.15,43077
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2,4,500GB HDD,Intel,HD Graphics 520,Windows 10,1.86,36988
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,512GB SSD,Intel,HD Graphics 620,Windows 10,1.99,161089
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2,4,128GB SSD,Intel,HD Graphics 520,Windows 10,2.2,46491
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Intel,HD Graphics 620,Windows 10,1.9,104069
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1070,Windows 10,4.42,251463
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel,Core i3 6006U,2,8,1TB HDD,Intel,HD Graphics 520,Windows 10,2.65,50698
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,1TB HDD,Nvidia,GeForce 930MX,Windows 10,2.63,119256
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1,4,500GB HDD,Intel,HD Graphics 500,Linux,2,20870
Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Atom x5-Z8350,1.44,4,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.35,23758
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i7 7500U,2.7,6,128GB SSD +  1TB HDD,Nvidia,GeForce 940MX,Windows 10,2.8,88417
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD,A10-Series A10-9620P,2.5,6,128GB SSD,AMD,Radeon 530,Windows 10,1.91,53004
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2,4,1TB HDD,AMD,Radeon R5 M420,Windows 10,2.18,57569
Acer,Spin SP111-31,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Celeron Dual Core N3350,2,4,32GB Flash Storage,Intel,HD Graphics 500,Windows 10,1.25,32516
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7130U,2.7,4,128GB SSD,Intel,HD Graphics 620,Windows 10,2.05,58696
HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core M 6Y75,1.2,16,512GB SSD,Intel,HD Graphics 515,Windows 10,1.16,183077
Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,256GB SSD,Nvidia,Quadro M620M,Windows 10,3.4,279414
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.5,78169
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 8250U,1.6,8,128GB SSD,Intel,UHD Graphics 620,Windows 10,1.21,148977
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,4,500GB HDD,Intel,HD Graphics 620,Windows 10,1.93,89349
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,1TB HDD,Intel,HD Graphics 620,Windows 10,2.2,68852
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel,Pentium Quad Core N4200,1.1,4,500GB HDD,Intel,HD Graphics 505,Windows 10,2.2,32050
Lenovo,ThinkPad L470,Notebook,14,1366x768,Intel,Core i5 7200U,2.5,4,500GB HDD,Intel,HD Graphics 620,Windows 10,2.02,92237
HP,ZBook 17,Workstation,17.3,1600x900,Intel,Core i5 7440HQ,2.8,8,500GB HDD,Nvidia,Quadro M1200,Windows 10,3.14,173387
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,1366x768,Intel,Pentium Quad Core N3710,1.6,8,2TB HDD,Intel,HD Graphics 405,Windows 10,1.94,36243
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD,A9-Series A9-9420,3,6,256GB SSD,AMD,Radeon 530,Windows 10,1.95,60467
Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,256GB SSD,Intel,HD Graphics 620,Windows 10,2.3,77330
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,500GB HDD,Intel,HD Graphics 620,Windows 10,2.05,63821
Mediacom,SmartBook 141,Notebook,14,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44,4,32GB SSD,Intel,HD Graphics,Windows 10,1.4,23199
Toshiba,Tecra X40-D-10H,Ultrabook,14,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,16,512GB SSD,Intel,HD Graphics 620,Windows 10,1.24,173760
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,32,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1070,Windows 10,4.6,248109
MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7820HK,2.9,16,512GB SSD +  1TB HDD,Nvidia,GeForce GTX 1070,Windows 10,4.14,254258
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,256GB SSD,AMD,Radeon R5 M430,Linux,2.2,69785
Mediacom,SmartBook Edge,Notebook,14,IPS Panel Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1,4,32GB SSD,Intel,HD Graphics 500,Windows 10,1.45,36243
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,8,500GB HDD,Intel,HD Graphics 620,Windows 10,1.9,93963
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,128GB SSD,Intel,HD Graphics 620,Windows 10,1.49,66989
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7600U,2.8,16,256GB SSD,Nvidia,GeForce 930MX,Windows 10,1.93,143237
Dell,Chromebook 11,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,16GB Flash Storage,Intel,HD Graphics 400,Chrome OS,1.26,27485
MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HK,2.7,16,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 980M,Windows 10,4.5,218854
HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,3.78,139567
Lenovo,Thinkpad T460s,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6,12,256GB SSD,Intel,HD Graphics 520,Windows 10,1.4,155872
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,Intel,Core i7 8550U,1.8,12,1TB HDD,Intel,HD Graphics 620,Windows 10,2.2,56740
Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1060,Windows 10,2.73,164909
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel,Core i5 7200U,2.5,8,1TB HDD,Intel,HD Graphics 520,Windows 10,2.2,68852
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,3.6,12,512GB SSD,AMD,Radeon 530,Windows 10,2.2,88417
Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Core M 7Y30,1,4,128GB SSD,Intel,HD Graphics 615,Windows 10,1.39,56181
Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.5,158294
